modelo,iteracion,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,MAE_train,RMSE_train,R2_train,MAE_val_2023,RMSE_val_2023,R2_val_2023
XGBoost_con_latitud_longitud,62,400,0.05,4,3,0.8,1.0,0.11649110613451373,0.16721564140718534,0.9975187508878792,0.8842668123117179,2.5076286869385447,-0.20333424330229444
XGBoost_con_latitud_longitud,49,400,0.05,3,1,0.8,0.8,0.2043250544194049,0.2962270101423559,0.9922130769866766,0.9271093561211708,2.510462011592058,-0.2060550310539555
XGBoost_con_latitud_longitud,47,400,0.03,4,3,1.0,0.8,0.19007098530516386,0.2870835326292559,0.9926863674980131,0.9129911334419909,2.5117361172734523,-0.20727953196014992
XGBoost_con_latitud_longitud,50,400,0.05,3,1,0.8,1.0,0.20712772345389566,0.3004792122153688,0.9919879170944645,0.9228971578632338,2.5152711793264553,-0.21068021671034098
XGBoost_con_latitud_longitud,40,400,0.03,3,3,1.0,1.0,0.3149232647440751,0.5212262706322351,0.9758915569512956,0.9670134523993232,2.521057265965629,-0.2162566793124423
XGBoost_con_latitud_longitud,13,200,0.03,4,3,0.8,0.8,0.3224598440562546,0.5419235819438218,0.9739389043429004,0.9746332582960269,2.5225121796496914,-0.21766089897633067
XGBoost_con_latitud_longitud,31,200,0.05,4,3,1.0,0.8,0.22020692127330985,0.33886750515421366,0.989809947509955,0.921840337911325,2.523528055104332,-0.21864185828530203
XGBoost_con_latitud_longitud,8,200,0.03,3,3,1.0,1.0,0.45959048754166604,0.800711143334322,0.9431057580052681,0.9788641711289396,2.525517580323129,-0.2205641467563466
XGBoost_con_latitud_longitud,48,400,0.03,4,3,1.0,1.0,0.1795215421428846,0.2657189513645919,0.9937344149385822,0.9389265244506888,2.5276965268824916,-0.2226711931370382
XGBoost_con_latitud_longitud,18,200,0.05,3,1,0.8,1.0,0.3176018033219183,0.47326311534235316,0.9801243249845721,0.9418761127153026,2.5300020285922242,-0.2249025971338312
XGBoost_con_latitud_longitud,45,400,0.03,4,3,0.8,0.8,0.19220583074217049,0.2824359679491303,0.9929212499717901,0.9790545233532494,2.534268782220934,-0.22903758562013365
XGBoost_con_latitud_longitud,55,400,0.05,3,3,1.0,0.8,0.24851638026918133,0.40428008371130014,0.9854962179647475,0.9244308963705462,2.537690828344959,-0.23235898776686548
XGBoost_con_latitud_longitud,60,400,0.05,4,1,1.0,1.0,0.1093229535128461,0.16230963539692,0.9976622117313845,0.9054145309325593,2.5418509178349415,-0.23640276314571995
XGBoost_con_latitud_longitud,59,400,0.05,4,1,1.0,0.8,0.12461173125127428,0.19521088917120624,0.996618381195383,0.8735896126524356,2.545412908927215,-0.2398704263214697
XGBoost_con_latitud_longitud,12,200,0.03,4,1,1.0,1.0,0.2731790423935592,0.42337919492584736,0.984093464608787,0.9590471094338484,2.548282953431268,-0.24266799951613627
XGBoost_con_latitud_longitud,28,200,0.05,4,1,1.0,1.0,0.18144246828498606,0.264940596549778,0.9937710679928221,0.9261400002137423,2.5512929141762974,-0.24560534280447976
XGBoost_con_latitud_longitud,64,400,0.05,4,3,1.0,1.0,0.1304041993992406,0.1902298505041933,0.9967887515784075,0.9402544300546621,2.5515470492396597,-0.24585350541793694
XGBoost_con_latitud_longitud,17,200,0.05,3,1,0.8,0.8,0.3167821494752394,0.4712071012468602,0.9802966430957393,0.9587517346758055,2.5521074113537146,-0.2464007857549233
XGBoost_con_latitud_longitud,27,200,0.05,4,1,1.0,0.8,0.20417006196205542,0.3150565738561064,0.9911916682672041,0.9124181382345502,2.5548750495787935,-0.2491055754504492
XGBoost_con_latitud_longitud,56,400,0.05,3,3,1.0,1.0,0.24737625439703625,0.3862288737737006,0.9867624977769327,0.9671233865613058,2.5549609599531715,-0.2491895818537111
XGBoost_con_latitud_longitud,32,200,0.05,4,3,1.0,1.0,0.19975907905254875,0.30406397016937037,0.9917956062674542,0.9507020703023036,2.5558948461206965,-0.2501029532097918
