localidad,ano,bimestre,valor_real,prediccion,error,error_absoluto,modelo
KENNEDY,2024,6,9.600109695033964,12.138715,-2.538605095310274,2.538605095310274,XGBoost_sin_latitud_longitud
LA CANDELARIA,2024,6,15.829005221214626,12.138715,3.6902904308703874,3.6902904308703874,XGBoost_sin_latitud_longitud
LOS MARTIRES,2024,6,10.10764465259663,12.138715,-2.0310701377476086,2.0310701377476086,XGBoost_sin_latitud_longitud
PUENTE ARANDA,2024,6,14.139061981000458,12.138715,2.0003471906562194,2.0003471906562194,XGBoost_sin_latitud_longitud
RAFAEL URIBE URIBE,2024,6,10.04483560278977,12.138715,-2.093879187554469,2.093879187554469,XGBoost_sin_latitud_longitud
SAN CRISTOBAL,2024,6,9.908718036725588,12.138715,-2.22999675361865,2.22999675361865,XGBoost_sin_latitud_longitud
SANTA FE,2024,6,10.44112962189263,12.138715,-1.6975851684516083,1.6975851684516083,XGBoost_sin_latitud_longitud
SUBA,2024,6,9.272173625384362,8.886662,0.385512095843346,0.385512095843346,XGBoost_sin_latitud_longitud
TEUSAQUILLO,2024,6,9.808223551785886,12.138715,-2.330491238558352,2.330491238558352,XGBoost_sin_latitud_longitud
TUNJUELITO,2024,6,12.702144537447339,12.138715,0.5634297471031005,0.5634297471031005,XGBoost_sin_latitud_longitud
USAQUEN,2024,6,9.56027872124374,10.475235,-0.9149562641078219,0.9149562641078219,XGBoost_sin_latitud_longitud
USME,2024,6,9.373461318051577,12.138715,-2.7652534722926614,2.7652534722926614,XGBoost_sin_latitud_longitud
